100116	665889	1	1320187334
100116	2105575	1	1320275426
100116	2404454	1	1320275426
100116	1774996	1	1320275447
100116	624922	1	1320275447
100116	930749	1	1320275447
100116	1638658	-1	1320276596
100116	1774781	-1	1320276596
100116	524653	-1	1320276596
100116	1606523	1	1320358413
100116	1774789	1	1320358413
100116	387646	1	1320358413
100116	1774633	1	1320358488
100116	1775029	1	1320358488
100116	709795	1	1320358488
100116	1606540	-1	1320615942
100116	1774799	-1	1320615942
100116	586592	-1	1320615942
100116	1774511	-1	1320615956
100116	533506	-1	1320615956
100116	754887	-1	1320615956
100116	1394821	1	1320615967
100116	1760367	1	1320615967
100116	586592	1	1320615967
100116	1760410	1	1320615983
100116	1774461	1	1320615983
100116	1775098	1	1320615983
100116	1775002	1	1320705732
100116	1847735	1	1320705732
100116	524653	1	1320705732
100116	1774635	-1	1320705824
100116	1774725	-1	1320705824
100116	1774813	-1	1320705824
100116	1606540	1	1320793571
100116	1774799	1	1320793571
100116	713260	1	1320793571
100116	1079057	1	1320793586
100116	1774813	1	1320793586
100116	2262920	1	1320793586
100116	1072738	1	1320793589
100116	1774606	1	1320793589
100116	753154	1	1320793589
100116	1774636	1	1320879392
100116	1774959	1	1320879392
100116	844187	1	1320879392
100116	1086517	1	1320879567
100116	1774795	1	1320879567
100116	753420	1	1320879567
100116	1760362	-1	1320879646
100116	1774412	-1	1320879646
100116	725380	-1	1320879646
100116	1774638	1	1320966169
100116	1774924	1	1320966169
100116	664176	1	1320966169
100116	1774725	1	1320966200
100116	1878989	1	1320966200
100116	612657	1	1320966200
100737	828384	1	1320087220
100737	1760366	1	1320087222
100737	1774814	1	1320087222
100737	2224167	1	1320087222
100737	1606600	1	1320087227
100737	2335872	1	1320087227
100737	879962	1	1320087227
100737	713242	1	1320087236
100737	713247	1	1320087236
100737	753482	1	1320087236
100737	1072737	1	1320087240
100737	1775088	1	1320087240
100737	713291	1	1320087240
100737	1760399	1	1320087277
100737	1774600	1	1320087277
100737	1774999	1	1320087277
100737	1774484	1	1320087280
100737	1774588	1	1320087280
100737	1909413	1	1320087283
100737	729772	-1	1320087283
100737	1928741	1	1320087292
100737	681085	1	1320087292
100737	1606565	1	1320087295
100737	1774495	1	1320087295
100737	1775003	1	1320087295
100737	646139	1	1320087300
100737	713277	1	1320087300
100737	713297	1	1320087300
100737	2335877	1	1320087305
100737	504783	1	1320087305
100737	533506	-1	1320087375
100737	713282	-1	1320087375
100737	760956	-1	1320087375
100737	1606557	-1	1320087403
100737	727128	-1	1320087403
100737	1760360	-1	1320087737
100737	1606717	-1	1320250446
100737	1774963	-1	1320250446
100737	1775076	-1	1320250446
100737	1606717	-1	1320255925
100737	1774797	-1	1320255925
100737	2188303	-1	1320255925
100737	1494039	-1	1320255943
100737	1606717	-1	1320255943
100737	627961	-1	1320255943
100737	131665	-1	1320255993
100737	1606717	-1	1320255993
100737	441554	-1	1320255993
100737	1606717	-1	1320272126
100737	1774849	-1	1320272126
100737	1774963	-1	1320272126
100737	1606717	1	1320272178
100737	443650	1	1320272178
100737	731434	1	1320272178
100737	1774849	-1	1320272357
100737	1775028	-1	1320272357
100737	2188303	-1	1320272357
104413	1086517	1	1320991228
104413	1446637	1	1320991228
104413	1928724	1	1320991228
104413	1606608	1	1320991236
104413	1928671	1	1320991236
104413	713244	1	1320991236
104413	1606688	1	1320991244
104413	1774589	1	1320991244
104413	713325	1	1320991244
104413	1072738	1	1320991268
104413	1606606	1	1320991268
104413	1760493	1	1320991268
104413	1259766	1	1320991288
104413	1774503	1	1320991288
104413	915373	1	1320991288
104413	1774938	1	1320991303
104413	713219	1	1320991303
104413	713328	1	1320991303
104413	1606523	1	1320991313
104413	269465	1	1320991313
104413	725403	1	1320991313
104413	1760327	1	1320991321
104413	1774636	1	1320991321
104413	2339549	1	1320991321
104413	1334793	1	1320991339
104413	693635	1	1320991339
104413	828384	1	1320991339
104413	1928748	1	1320991349
104413	372323	1	1320991349
104413	536451	1	1320991349
104413	1394821	1	1320991358
104413	1606595	1	1320991358
104413	1774504	1	1320991358
104413	1760432	1	1320991368
104413	1812003	1	1320991368
104413	2105541	1	1320991368
104413	1606681	1	1320991384
104413	1774790	1	1320991384
104413	859545	1	1320991384
104413	1774940	1	1320991392
104413	736167	1	1320991392
104413	746824	1	1320991392
104413	2013565	1	1320991402
104413	2105517	1	1320991402
104413	743511	1	1320991402
104413	1760349	1	1320991410
104413	1775001	1	1320991410
104413	1928749	1	1320991410
104413	1760618	1	1320991427
104413	1774941	1	1320991427
104413	723114	1	1320991427
104413	1606638	1	1320991437
104413	2105575	1	1320991437
104413	300076	1	1320991437
104413	1928727	1	1320991448
104413	1928728	1	1320991448
104413	2008547	1	1320991448
104413	1760307	1	1320991457
104413	2310905	1	1320991457
104413	346092	1	1320991457
104413	1606592	1	1320991475
104413	1774591	1	1320991475
