100116	1774722	1	1318372959
100116	2105476	1	1318372959
100116	824521	1	1318372959
100116	1760399	1	1318373044
100116	2078521	1	1318373044
100116	738527	1	1318373044
100116	1760328	1	1318546421
100116	1774962	1	1318546421
100116	2105514	1	1318546421
100116	1760381	1	1318546467
100116	1774550	1	1318546467
100116	1774641	-1	1318546467
100116	1774540	-1	1318546470
100116	1775006	1	1318546470
100116	1775009	-1	1318546470
100116	1774444	-1	1318546473
100116	1774616	1	1318546473
100116	731434	1	1318546473
100116	1774641	-1	1318587261
100116	1775042	-1	1318587261
100116	436442	-1	1318587261
100116	1774585	1	1318630920
100116	1774686	1	1318630920
100116	713254	1	1318630920
100116	1774923	1	1318630937
100116	2105484	1	1318630937
100116	665932	1	1318630937
100116	2012081	1	1318708999
100116	2105349	-1	1318708999
100116	2167615	1	1318708999
100116	2105529	1	1318709008
100116	665939	1	1318709008
100116	727272	1	1318709008
100116	1775042	1	1318709012
100116	529228	-1	1318709012
100116	713248	1	1318709012
100116	1606902	1	1318884307
100116	1774707	1	1318884307
100116	1774816	1	1318884307
100116	1774444	-1	1318884317
100116	539162	1	1318884317
100116	789890	1	1318884317
100116	1606600	1	1318975398
100116	1774649	1	1318975398
100116	651131	1	1318975398
100116	1108697	1	1318975437
100116	1586439	1	1318975437
100116	1774453	1	1318975437
100116	249736	-1	1319237607
100116	332673	-1	1319237607
100116	694110	-1	1319237607
100116	1760386	1	1319237629
100116	694649	1	1319237629
100116	724489	1	1319237629
100116	1774960	1	1319237641
100116	647225	1	1319237641
100116	713227	1	1319237641
100116	332673	-1	1319322787
100116	529228	-1	1319322787
100116	562882	-1	1319322787
100116	1606474	1	1319322809
100116	461710	1	1319322809
100116	698823	1	1319322809
100116	2105486	1	1319322824
100116	713228	1	1319322824
100116	713229	1	1319322824
100116	480678	1	1319399050
100116	544276	1	1319399050
100116	562543	1	1319399050
100116	137794	1	1319399058
100116	249736	1	1319399058
100116	560942	1	1319399058
100116	431499	1	1319493257
100116	499412	1	1319493257
100116	646592	1	1319493257
100116	562882	1	1319493275
100116	642089	1	1319493275
100116	665254	1	1319493275
100116	1774482	1	1319582506
100116	208889	1	1319582506
100116	513098	1	1319582506
100116	347677	1	1319582515
100116	365294	-1	1319582515
100116	529228	1	1319582515
100116	100337	1	1319667232
100116	1774954	1	1319667232
100116	1775026	1	1319667232
100116	1774809	1	1319667281
100116	1775009	1	1319667281
100116	189426	1	1319667281
100116	1775001	1	1319750341
100116	2280082	1	1319750341
100116	577332	1	1319750341
100116	124087	1	1319750369
100116	365294	1	1319750369
100116	694110	1	1319750369
100116	1774446	1	1319842521
100116	1774450	1	1319842521
100116	786313	1	1319842521
100116	107016	1	1319842534
100116	629574	1	1319842534
100116	643120	1	1319842534
100116	1774565	1	1319928707
100116	290927	1	1319928707
100116	703278	1	1319928707
100116	1774469	1	1319928714
100116	2105349	1	1319928714
100116	713239	1	1319928714
100116	1774532	1	1319930236
100116	1774588	1	1319930236
100116	662040	1	1319930236
100116	1760308	1	1320013629
100116	1928678	1	1320013629
100116	651589	1	1320013629
100116	2105597	1	1320013642
100116	723577	1	1320013642
100116	731389	1	1320013642
100116	559957	1	1320101255
100116	715470	1	1320101255
100116	725183	1	1320101255
100116	1775011	1	1320101693
100116	2105468	1	1320101693
100116	724706	1	1320101693
100116	131337	-1	1320115361
100116	1458847	-1	1320115361
100116	2404454	-1	1320115361
100116	1458847	-1	1320187063
100116	2105575	-1	1320187063
100116	2404454	-1	1320187063
100116	1458847	1	1320187321
100116	1774584	1	1320187321
100116	627961	1	1320187321
100116	2105336	1	1320187334
100116	572220	1	1320187334
100737	1606552	1	1320086328
100737	1606902	1	1320086328
100737	1775044	-1	1320086328
100737	1774595	-1	1320086414
100737	1837210	-1	1320086414
100737	2393452	-1	1320086414
100737	135294	1	1320086452
100737	682877	1	1320086452
100737	725380	1	1320086452
100737	1760410	1	1320086463
100737	2105550	1	1320086463
100737	2105599	1	1320086463
100737	1675399	1	1320086466
100737	1760320	1	1320086466
100737	1774969	1	1320086466
100737	1774776	1	1320086472
100737	1775025	1	1320086472
100737	2105561	1	1320086472
100737	1394821	1	1320086475
100737	1775024	1	1320086475
100737	1950713	1	1320086475
100737	1606609	1	1320086479
100737	218438	1	1320086479
100737	694649	1	1320086479
100737	1760338	1	1320086482
100737	1775011	1	1320086482
100737	1928655	1	1320086482
100737	1774595	-1	1320086488
100737	1774684	-1	1320086488
100737	713322	-1	1320086488
100737	1774684	1	1320086496
100737	1774862	1	1320086496
100737	424477	1	1320086496
100737	1760381	1	1320086502
